GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	GO ASPECT
UniProtKB	O75298	RTN2	involved_in	GO:0015031	protein transport	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6WN19|ensembl:ENSRNOP00000022528	9606	Ensembl	P
UniProtKB	O75312	ZPR1	involved_in	GO:0061564	axon development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62384|ensembl:ENSMUSP00000117725	9606	Ensembl	P
UniProtKB	O75312	ZPR1	involved_in	GO:0021510	spinal cord development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62384|ensembl:ENSMUSP00000117725	9606	Ensembl	P
UniProtKB	O75312	ZPR1	enables	GO:0008270	zinc ion binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62384|ensembl:ENSMUSP00000117725	9606	Ensembl	F
UniProtKB	O75312	ZPR1	part_of	GO:0097504	Gemini of coiled bodies	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62384|ensembl:ENSMUSP00000117725	9606	Ensembl	C
UniProtKB	O75312	ZPR1	part_of	GO:0015030	Cajal body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62384|ensembl:ENSMUSP00000117725	9606	Ensembl	C
UniProtKB	O75317	USP12	involved_in	GO:0016579	protein deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D9M2|ensembl:ENSMUSP00000082754	9606	Ensembl	P
UniProtKB	O75326	SEMA7A	involved_in	GO:0048675	axon extension	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QUR8|ensembl:ENSMUSP00000042211	9606	Ensembl	P
UniProtKB	O75326	SEMA7A	involved_in	GO:0045773	positive regulation of axon extension	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QUR8|ensembl:ENSMUSP00000042211	9606	Ensembl	P
UniProtKB	O75326	SEMA7A	involved_in	GO:0031175	neuron projection development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QUR8|ensembl:ENSMUSP00000042211	9606	Ensembl	P
UniProtKB	O75326	SEMA7A	involved_in	GO:0021988	olfactory lobe development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QUR8|ensembl:ENSMUSP00000042211	9606	Ensembl	P
UniProtKB	O75326	SEMA7A	involved_in	GO:0001934	positive regulation of protein phosphorylation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QUR8|ensembl:ENSMUSP00000042211	9606	Ensembl	P
UniProtKB	O75340	PDCD6	enables	GO:0005509	calcium ion binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12815|ensembl:ENSMUSP00000022060	9606	Ensembl	F
UniProtKB	O75340	PDCD6	enables	GO:0000287	magnesium ion binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12815|ensembl:ENSMUSP00000022060	9606	Ensembl	F
UniProtKB	O75342	ALOX12B	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70582|ensembl:ENSMUSP00000035250	9606	Ensembl	P
UniProtKB	O75342	ALOX12B	involved_in	GO:0043651	linoleic acid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70582|ensembl:ENSMUSP00000035250	9606	Ensembl	P
UniProtKB	O75344	FKBP6	part_of	GO:0000795	synaptonemal complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XW8|ensembl:ENSMUSP00000043193	9606	Ensembl	C
UniProtKB	O75344	FKBP6	involved_in	GO:0043046	DNA methylation involved in gamete generation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XW8|ensembl:ENSMUSP00000043193	9606	Ensembl	P
UniProtKB	O75348	ATP6V1G1	enables	GO:0046961	proton-transporting ATPase activity rotational mechanism	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CR51|ensembl:ENSMUSP00000048770	9606	Ensembl	F
UniProtKB	O75348	ATP6V1G1	enables	GO:0016887	ATPase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CR51|ensembl:ENSMUSP00000048770	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:0008894	guanosine-5'-triphosphate3'-diphosphate diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:1990003	inosine-diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:0045134	uridine-diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:0036384	cytidine-diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:0017111	nucleoside-triphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:0017110	nucleoside-diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75354	ENTPD6	enables	GO:0004382	guanosine-diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ER31|ensembl:ENSRNOP00000009946	9606	Ensembl	F
UniProtKB	O75355	ENTPD3	enables	GO:0017111	nucleoside-triphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BFW6|ensembl:ENSMUSP00000036830	9606	Ensembl	F
UniProtKB	O75355	ENTPD3	enables	GO:0017110	nucleoside-diphosphatase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BFW6|ensembl:ENSMUSP00000036830	9606	Ensembl	F
UniProtKB	O75363	BCAS1	involved_in	GO:0042552	myelination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80YN3|ensembl:ENSMUSP00000013667	9606	Ensembl	P
UniProtKB	O75364	PITX3	involved_in	GO:0050768	negative regulation of neurogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P81062|ensembl:ENSRNOP00000026013	9606	Ensembl	P
UniProtKB	O75364	PITX3	involved_in	GO:0014014	negative regulation of gliogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P81062|ensembl:ENSRNOP00000026013	9606	Ensembl	P
UniProtKB	O75364	PITX3	involved_in	GO:0071542	dopaminergic neuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35160|ensembl:ENSMUSP00000026259	9606	Ensembl	P
UniProtKB	O75364	PITX3	involved_in	GO:0048666	neuron development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35160|ensembl:ENSMUSP00000026259	9606	Ensembl	P
UniProtKB	O75364	PITX3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35160|ensembl:ENSMUSP00000026259	9606	Ensembl	P
UniProtKB	O75364	PITX3	involved_in	GO:0030901	midbrain development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35160|ensembl:ENSMUSP00000026259	9606	Ensembl	P
UniProtKB	O75364	PITX3	enables	GO:0001228	DNA-binding transcription activator activity RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35160|ensembl:ENSMUSP00000026259	9606	Ensembl	F
UniProtKB	O75364	PITX3	enables	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35160|ensembl:ENSMUSP00000026259	9606	Ensembl	F
UniProtKB	O75367	MACROH2A1	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QZQ8|ensembl:ENSMUSP00000016081	9606	Ensembl	P
UniProtKB	O75367	MACROH2A1	involved_in	GO:1901837	negative regulation of transcription of nucleolar large rRNA by RNA polymerase I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QZQ8|ensembl:ENSMUSP00000016081	9606	Ensembl	P
UniProtKB	O75379	VAMP4	part_of	GO:0030285	integral component of synaptic vesicle membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A560|ensembl:ENSRNOP00000004243	9606	Ensembl	C
UniProtKB	O75379	VAMP4	part_of	GO:0008021	synaptic vesicle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A560|ensembl:ENSRNOP00000004243	9606	Ensembl	C
UniProtKB	O75382	TRIM3	involved_in	GO:0016567	protein ubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R1R2|ensembl:ENSMUSP00000053384	9606	Ensembl	P
UniProtKB	O75382	TRIM3	enables	GO:0004842	ubiquitin-protein transferase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R1R2|ensembl:ENSMUSP00000053384	9606	Ensembl	F
UniProtKB	O75382	TRIM3	enables	GO:0061630	ubiquitin protein ligase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R1R2|ensembl:ENSMUSP00000053384	9606	Ensembl	F
UniProtKB	O75385	ULK1	involved_in	GO:0031175	neuron projection development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZMG0|ensembl:ENSRNOP00000053633	9606	Ensembl	P
UniProtKB	O75385	ULK1	involved_in	GO:0031102	neuron projection regeneration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZMG0|ensembl:ENSRNOP00000053633	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0021915	neural tube development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0021904	dorsal/ventral neural tube patterning	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0001841	neural tube formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0061548	ganglion development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0021953	central nervous system neuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0007420	brain development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75386	TULP3	involved_in	GO:0001843	neural tube closure	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88413|ensembl:ENSMUSP00000001562	9606	Ensembl	P
UniProtKB	O75396	SEC22B	part_of	GO:0008021	synaptic vesicle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4KM74|ensembl:ENSRNOP00000025327	9606	Ensembl	C
UniProtKB	O75436	VPS26A	part_of	GO:0005768	endosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P40336|ensembl:ENSMUSP00000090130	9606	Ensembl	C
UniProtKB	O75436	VPS26A	part_of	GO:0005769	early endosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P40336|ensembl:ENSMUSP00000090130	9606	Ensembl	C
UniProtKB	O75444	MAF	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P54843|ensembl:ENSMUSP00000067704	9606	Ensembl	P
UniProtKB	O75444	MAF	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P54843|ensembl:ENSMUSP00000067704	9606	Ensembl	P
UniProtKB	O75444	MAF	enables	GO:0001228	DNA-binding transcription activator activity RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P54843|ensembl:ENSMUSP00000067704	9606	Ensembl	F
UniProtKB	O75445	USH2A	involved_in	GO:0035315	hair cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2QI47|ensembl:ENSMUSP00000050454	9606	Ensembl	P
UniProtKB	O75445	USH2A	part_of	GO:0036064	ciliary basal body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2QI47|ensembl:ENSMUSP00000050454	9606	Ensembl	C
UniProtKB	O75445	USH2A	involved_in	GO:0060113	inner ear receptor cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2QI47|ensembl:ENSMUSP00000050454	9606	Ensembl	P
UniProtKB	O75446	SAP30	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88574|ensembl:ENSMUSP00000034022	9606	Ensembl	P
UniProtKB	O75460	ERN1	involved_in	GO:0007257	activation of JUN kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EQY0|ensembl:ENSMUSP00000001059	9606	Ensembl	P
UniProtKB	O75460	ERN1	part_of	GO:0005789	endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EQY0|ensembl:ENSMUSP00000001059	9606	Ensembl	C
UniProtKB	O75460	ERN1	involved_in	GO:0006379	mRNA cleavage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EQY0|ensembl:ENSMUSP00000001059	9606	Ensembl	P
UniProtKB	O75460	ERN1	enables	GO:0004674	protein serine/threonine kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EQY0|ensembl:ENSMUSP00000001059	9606	Ensembl	F
UniProtKB	O75461	E2F6	enables	GO:0001227	DNA-binding transcription repressor activity RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54917|ensembl:ENSMUSP00000020908	9606	Ensembl	F
UniProtKB	O75469	NR1I2	enables	GO:0004879	nuclear receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R1A7|ensembl:ENSRNOP00000003934	9606	Ensembl	F
UniProtKB	O75494	SRSF10	part_of	GO:0005654	nucleoplasm	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R0U0|ensembl:ENSMUSP00000101479	9606	Ensembl	C
UniProtKB	O75496	GMNN	involved_in	GO:0045892	negative regulation of transcription DNA-templated	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88513|ensembl:ENSMUSP00000006898	9606	Ensembl	P
UniProtKB	O75496	GMNN	enables	GO:0003714	transcription corepressor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88513|ensembl:ENSMUSP00000006898	9606	Ensembl	F
UniProtKB	O75508	CLDN11	involved_in	GO:0008366	axon ensheathment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60771|ensembl:ENSMUSP00000042181	9606	Ensembl	P
UniProtKB	O75509	TNFRSF21	involved_in	GO:0007413	axonal fasciculation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZF92|ensembl:ENSRNOP00000015918	9606	Ensembl	P
UniProtKB	O75509	TNFRSF21	involved_in	GO:0042552	myelination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EPU5|ensembl:ENSMUSP00000024708	9606	Ensembl	P
UniProtKB	O75521	ECI2	involved_in	GO:0006635	fatty acid beta-oxidation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5XIC0|ensembl:ENSRNOP00000022022	9606	Ensembl	P
UniProtKB	O75525	KHDRBS3	part_of	GO:0005654	nucleoplasm	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R226|ensembl:ENSMUSP00000022954	9606	Ensembl	C
UniProtKB	O75528	TADA3	part_of	GO:0030914	STAGA complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R0L9|ensembl:ENSMUSP00000032410	9606	Ensembl	C
UniProtKB	O75528	TADA3	part_of	GO:0072686	mitotic spindle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R0L9|ensembl:ENSMUSP00000032410	9606	Ensembl	C
UniProtKB	O75531	BANF1	involved_in	GO:0015074	DNA integration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54962|ensembl:ENSMUSP00000025762	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0001764	neuron migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CJH2|ensembl:ENSRNOP00000009977	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021799	cerebral cortex radially oriented cell migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CJH2|ensembl:ENSRNOP00000009977	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0001764	neuron migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0016358	dendrite development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021766	hippocampus development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021795	cerebral cortex cell migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021799	cerebral cortex radially oriented cell migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021813	cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0048712	negative regulation of astrocyte differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0050771	negative regulation of axonogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0097477	lateral motor column neuron migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0007420	brain development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CJH2|ensembl:ENSRNOP00000009977	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021987	cerebral cortex development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CJH2|ensembl:ENSRNOP00000009977	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021517	ventral spinal cord development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021589	cerebellum structural organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0021942	radial glia guided migration of Purkinje cell	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75553	DAB1	involved_in	GO:0045860	positive regulation of protein kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97318|ensembl:ENSMUSP00000102443	9606	Ensembl	P
UniProtKB	O75582	RPS6KA5	enables	GO:0005524	ATP binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C050|ensembl:ENSMUSP00000042987	9606	Ensembl	F
UniProtKB	O75582	RPS6KA5	enables	GO:0004674	protein serine/threonine kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C050|ensembl:ENSMUSP00000042987	9606	Ensembl	F
UniProtKB	O75592	MYCBP2	involved_in	GO:0008045	motor neuron axon guidance	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TPH6|ensembl:ENSMUSP00000124710	9606	Ensembl	P
UniProtKB	O75592	MYCBP2	involved_in	GO:0021785	branchiomotor neuron axon guidance	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TPH6|ensembl:ENSMUSP00000124710	9606	Ensembl	P
UniProtKB	O75592	MYCBP2	involved_in	GO:0021952	central nervous system projection neuron axonogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TPH6|ensembl:ENSMUSP00000124710	9606	Ensembl	P
UniProtKB	O75592	MYCBP2	involved_in	GO:0048667	cell morphogenesis involved in neuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TPH6|ensembl:ENSMUSP00000124710	9606	Ensembl	P
UniProtKB	O75592	MYCBP2	part_of	GO:0015630	microtubule cytoskeleton	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TPH6|ensembl:ENSMUSP00000124710	9606	Ensembl	C
UniProtKB	O75593	FOXH1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	Ensembl	P
UniProtKB	O75593	FOXH1	involved_in	GO:0007179	transforming growth factor beta receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	Ensembl	P
UniProtKB	O75593	FOXH1	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	Ensembl	P
UniProtKB	O75593	FOXH1	enables	GO:0001228	DNA-binding transcription activator activity RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	Ensembl	F
UniProtKB	O75593	FOXH1	enables	GO:0000976	transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	Ensembl	F
UniProtKB	O75604	USP2	involved_in	GO:0016579	protein deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88623|ensembl:ENSMUSP00000034508	9606	Ensembl	P
UniProtKB	O75604	USP2	involved_in	GO:0016579	protein deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5U349|ensembl:ENSRNOP00000009975	9606	Ensembl	P
UniProtKB	O75604	USP2	part_of	GO:0005813	centrosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5U349|ensembl:ENSRNOP00000009975	9606	Ensembl	C
UniProtKB	O75604	USP2	enables	GO:0004843	thiol-dependent deubiquitinase	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5U349|ensembl:ENSRNOP00000009975	9606	Ensembl	F
UniProtKB	O75607	NPM3	part_of	GO:0005730	nucleolus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CPP0|ensembl:ENSMUSP00000069578	9606	Ensembl	C
UniProtKB	O75674	TOM1L1	enables	GO:0030295	protein kinase activator activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923U0|ensembl:ENSMUSP00000020849	9606	Ensembl	F
UniProtKB	O75683	SURF6	part_of	GO:0005730	nucleolus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70279|ensembl:ENSMUSP00000048457	9606	Ensembl	C
UniProtKB	O75683	SURF6	part_of	GO:0005654	nucleoplasm	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70279|ensembl:ENSMUSP00000048457	9606	Ensembl	C
UniProtKB	O75683	SURF6	part_of	GO:0001652	granular component	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70279|ensembl:ENSMUSP00000048457	9606	Ensembl	C
UniProtKB	O75694	NUP155	involved_in	GO:0006606	protein import into nucleus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99P88|ensembl:ENSMUSP00000128819	9606	Ensembl	P
UniProtKB	O75694	NUP155	involved_in	GO:0006406	mRNA export from nucleus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99P88|ensembl:ENSMUSP00000128819	9606	Ensembl	P
UniProtKB	O75695	RP2	part_of	GO:0036064	ciliary basal body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EPK2|ensembl:ENSMUSP00000033372	9606	Ensembl	C
UniProtKB	O75695	RP2	part_of	GO:0005814	centriole	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EPK2|ensembl:ENSMUSP00000033372	9606	Ensembl	C
UniProtKB	O75746	SLC25A12	involved_in	GO:0006537	glutamate biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1LX07|ensembl:ENSRNOP00000032909	9606	Ensembl	P
UniProtKB	O75751	SLC22A3	enables	GO:0005330	dopamine:sodium symporter activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88446|ensembl:ENSRNOP00000029748	9606	Ensembl	F
UniProtKB	O75762	TRPA1	enables	GO:0005262	calcium channel activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BLA8|ensembl:ENSMUSP00000043594	9606	Ensembl	F
UniProtKB	O75771	RAD51D	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O55230|ensembl:ENSMUSP00000018985	9606	Ensembl	P
UniProtKB	O75771	RAD51D	involved_in	GO:0000723	telomere maintenance	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O55230|ensembl:ENSMUSP00000018985	9606	Ensembl	P
UniProtKB	O75781	PALM	involved_in	GO:0060074	synapse maturation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0P4|ensembl:ENSMUSP00000040596	9606	Ensembl	P
UniProtKB	O75781	PALM	part_of	GO:0032590	dendrite membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q920Q0|ensembl:ENSRNOP00000013762	9606	Ensembl	C
UniProtKB	O75781	PALM	part_of	GO:0032591	dendritic spine membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q920Q0|ensembl:ENSRNOP00000013762	9606	Ensembl	C
UniProtKB	O75787	ATP6AP2	part_of	GO:0010008	endosome membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CYN9|ensembl:ENSMUSP00000033313	9606	Ensembl	C
